Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,2809,4700,414,30,2,ND,7955,71,490,126,96,783
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,268,597,94,2,ND,1,962,8,51,31,21,111
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,463,1295,250,13,ND,1,2022,10,156,34,36,236
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,ND,1
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,3706,5862,731,151,104,40,10594,167,861,58,423,1509
ANTIOQUIA,AMAGA,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,ND,1
ANTIOQUIA,AMAGA,ENERCO S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,ND,1
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2,ND,ND,ND,2
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,3065,2975,2035,38,18,13,8144,42,547,117,100,806
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,2960,9580,1756,153,4,ND,14453,197,1307,123,210,1837
ANTIOQUIA,ANDES,ENERCO S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,ANDES,VATIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1,1,ND,ND,2
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,765,1076,242,19,1,ND,2103,74,141,45,78,338
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,2443,1722,331,20,ND,ND,4516,68,250,74,59,451
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,2325,2490,616,21,ND,ND,5452,36,394,104,53,587
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,1409,1229,252,7,1,1,2899,9,128,48,36,221
ANTIOQUIA,APARTADO,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,20568,12427,7320,1641,1,ND,41957,221,4109,226,798,5354
ANTIOQUIA,APARTADO,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,APARTADO,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,3,5,308,ND,316
ANTIOQUIA,APARTADO,QI ENERGY SAS ESP,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,APARTADO,VATIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2,11,ND,ND,13
ANTIOQUIA,ARBOLETES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,7447,2055,355,47,5,1,9910,17,390,74,355,836
ANTIOQUIA,ARBOLETES,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,ARBOLETES,VATIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,ARGELIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,1486,1435,72,6,ND,ND,2999,7,180,68,33,288
ANTIOQUIA,ARMENIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,216,1270,291,37,2,1,1817,14,118,27,58,217
ANTIOQUIA,BARBOSA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,3035,13476,2271,354,143,91,19370,106,1049,103,874,2132
ANTIOQUIA,BARBOSA,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2,1,ND,ND,3
ANTIOQUIA,BARBOSA,NEU ENERGY SAS ESP,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,ND,1
ANTIOQUIA,BARBOSA,SPECTRUM RENOVAVEIS SAS ESP,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,ND,1
ANTIOQUIA,BARBOSA,VATIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,BELLO,AES COLOMBIA & CIA S C A E S P,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,BELLO,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1,ND,ND,1
ANTIOQUIA,BELLO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,5,ND,ND,5
ANTIOQUIA,BELLO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento y Municipio,48033,57732,65218,16201,59,28,187271,745,7852,204,2466,11267
